id	biotype	type
FBti0060911	transposable_element	genic
FBgn0038189	protein_coding	genic
FBgn0037583	protein_coding	genic
FBgn0038606	protein_coding	genic
FBgn0267702	ncRNA	genic
FBgn0083949	protein_coding	genic
FBgn0038054	protein_coding	genic
FBgn0266730	ncRNA	genic
FBgn0286036	ncRNA	genic
FBti0062759	transposable_element	genic
FBgn0051383	tRNA	genic
FBgn0039612	protein_coding	genic
FBgn0037409	protein_coding	genic
FBgn0266740	ncRNA	genic
RR48333_transposable_element	transposable_element	genic
FBgn0038788	protein_coding	genic
FBgn0004782	protein_coding	genic
FBti0019331	transposable_element	genic
FBti0062448	transposable_element	genic
FBgn0038799	protein_coding	genic
FBgn0029512	protein_coding	genic
FBtr0304413_df_nrg	ncRNA	genic
FBgn0085309	protein_coding	genic
FBgn0039859	protein_coding	genic
FBgn0039754	protein_coding	genic
FBgn0039120	protein_coding	genic
FBti0020390	transposable_element	genic
FBtr0304500_df_nrg	ncRNA	genic
FBgn0026207	protein_coding	genic
FBgn0051418	protein_coding	genic
FBti0019404	transposable_element	genic
FBgn0038425	protein_coding	genic
FBgn0286976	protein_coding	genic
FBgn0037449	protein_coding	genic
FBgn0260741	protein_coding	genic
FBgn0287669	ncRNA	genic
FBti0059722	transposable_element	genic
FBgn0053325	protein_coding	genic
FBgn0267679	ncRNA	genic
FBgn0037762	protein_coding	genic
FBgn0028475	protein_coding	genic
FBgn0038693	protein_coding	genic
FBgn0263407	ncRNA	genic
FBti0061080	transposable_element	genic
FBgn0038744	protein_coding	genic
FBgn0010770	protein_coding	genic
FBgn0262112	protein_coding	genic
FBti0059891	transposable_element	genic
FBgn0001255	protein_coding	genic
FBgn0038039	protein_coding	genic
FBgn0003249	protein_coding	genic
FBgn0038033	protein_coding	genic
FBti0063697	transposable_element	genic
FBgn0037276	protein_coding	genic
FBgn0037336	protein_coding	genic
FBti0063768	transposable_element	genic
FBgn0044511	protein_coding	genic
FBtr0472809_df_nrg	ncRNA	genic
FBgn0262808	protein_coding	genic
FBgn0267773	ncRNA	genic
FBgn0267764	ncRNA	genic
FBgn0039135	protein_coding	genic
FBtr0445451_df_nrg	ncRNA	genic
FBgn0013812	protein_coding	genic
RR48374_transposable_element	transposable_element	genic
FBti0019459	transposable_element	genic
FBgn0039503	protein_coding	genic
FBgn0263449	ncRNA	genic
FBgn0003720	protein_coding	genic
FBgn0038902	protein_coding	genic
FBgn0285938	protein_coding	genic
FBgn0038435	protein_coding	genic
FBti0062168	transposable_element	genic
FBgn0004901	protein_coding	genic
FBgn0039713	protein_coding	genic
FBtr0304381_df_nrg	ncRNA	genic
FBgn0262404	ncRNA	genic
FBgn0267196	ncRNA	genic
FBgn0037591	protein_coding	genic
FBgn0002719	protein_coding	genic
FBgn0039774	protein_coding	genic
FBti0062069	transposable_element	genic
FBgn0051221	protein_coding	genic
FBtr0309712_df_nrg	ncRNA	genic
FBgn0262858	protein_coding	genic
FBgn0010433	protein_coding	genic
FBgn0286937	ncRNA	genic
FBti0062060	transposable_element	genic
FBgn0037472	protein_coding	genic
FBgn0051213	protein_coding	genic
RR48391_transposable_element	transposable_element	genic
FBgn0037950	protein_coding	genic
FBgn0003598	protein_coding	genic
FBgn0011289	protein_coding	genic
FBgn0266564	ncRNA	genic
FBgn0051441	protein_coding	genic
FBgn0037420	protein_coding	genic
FBgn0011020	protein_coding	genic
FBgn0039735	protein_coding	genic
FBti0019434	transposable_element	genic
FBgn0004575	protein_coding	genic
FBgn0039812	protein_coding	genic
FBti0062462	transposable_element	genic
FBgn0002905	protein_coding	genic
FBgn0039233	protein_coding	genic
FBgn0015737	protein_coding	genic
FBgn0262904	ncRNA	genic
FBgn0265167	ncRNA	genic
FBgn0039198	protein_coding	genic
FBgn0286871	ncRNA	genic
FBgn0037227	protein_coding	genic
FBgn0010282	protein_coding	genic
FBgn0051143	tRNA	genic
FBgn0262290	ncRNA	genic
FBgn0038445	protein_coding	genic
FBgn0051262	protein_coding	genic
FBgn0039492	protein_coding	genic
FBgn0250732	protein_coding	genic
FBti0019329	transposable_element	genic
FBgn0037703	protein_coding	genic
FBti0062162	transposable_element	genic
FBti0215203	transposable_element	genic
FBgn0000439	protein_coding	genic
FBgn0016672	protein_coding	genic
FBgn0037552	protein_coding	genic
FBgn0267725	ncRNA	genic
FBgn0267559	ncRNA	genic
FBgn0039613	protein_coding	genic
FBgn0037519	protein_coding	genic
FBti0063366	transposable_element	genic
FBgn0004186	snRNA	genic
FBgn0039311	protein_coding	genic
FBgn0038100	protein_coding	genic
FBgn0261395	protein_coding	genic
FBgn0037464	protein_coding	genic
FBgn0053329	protein_coding	genic
FBgn0267141	ncRNA	genic
FBgn0263025	protein_coding	genic
FBgn0267160	ncRNA	genic
FBgn0289122	protein_coding	genic
FBgn0267443	ncRNA	genic
FBgn0039595	protein_coding	genic
FBgn0267865	ncRNA	genic
FBti0019454	transposable_element	genic
FBgn0039238	protein_coding	genic
FBti0064276	transposable_element	genic
FBti0062134	transposable_element	genic
FBgn0038204	protein_coding	genic
FBgn0037794	protein_coding	genic
FBgn0051064	protein_coding	genic
FBgn0029157	protein_coding	genic
FBgn0051265	protein_coding	genic
FBgn0039670	protein_coding	genic
FBtr0304306_df_nrg	ncRNA	genic
FBti0215342	transposable_element	genic
FBgn0267801	ncRNA	genic
FBgn0267568	ncRNA	genic
FBgn0265201	protein_coding	genic
FBgn0037562	protein_coding	genic
FBgn0037608	protein_coding	genic
FBgn0264490	protein_coding	genic
FBgn0039769	protein_coding	genic
FBtr0304522_df_nrg	ncRNA	genic
FBtr0304297_df_nrg	ncRNA	genic
FBgn0262144	protein_coding	genic
FBgn0267612	ncRNA	genic
FBti0063293	transposable_element	genic
FBgn0039058	protein_coding	genic
FBgn0083943	protein_coding	genic
FBgn0037816	protein_coding	genic
FBgn0039811	protein_coding	genic
FBgn0051380	protein_coding	genic
FBgn0263579	ncRNA	genic
FBgn0264504	ncRNA	genic
FBgn0042213	protein_coding	genic
FBgn0038946	protein_coding	genic
FBti0019450	transposable_element	genic
FBgn0038705	protein_coding	genic
FBgn0264912	ncRNA	genic
FBgn0039479	protein_coding	genic
FBgn0015221	protein_coding	genic
FBti0063898	transposable_element	genic
FBgn0039504	protein_coding	genic
FBgn0038211	protein_coding	genic
FBgn0265157	ncRNA	genic
FBgn0051228	tRNA	genic
FBti0019326	transposable_element	genic
FBgn0045469	protein_coding	genic
FBti0063927	transposable_element	genic
FBgn0037406	protein_coding	genic
FBgn0038747	protein_coding	genic
FBti0063750	transposable_element	genic
FBgn0038387	protein_coding	genic
RR48351_transposable_element	transposable_element	genic
FBgn0262994	ncRNA	genic
FBgn0051301	protein_coding	genic
FBgn0004882	protein_coding	genic
FBti0020304	transposable_element	genic
FBti0062074	transposable_element	genic
FBti0059718	transposable_element	genic
FBgn0051514	ncRNA	genic
FBgn0266705	ncRNA	genic
FBgn0051472	protein_coding	genic
FBgn0039767	protein_coding	genic
FBgn0016123	protein_coding	genic
FBgn0037654	protein_coding	genic
FBgn0003134	protein_coding	genic
FBgn0264915	ncRNA	genic
FBgn0054008	protein_coding	genic
FBgn0039071	protein_coding	genic
FBgn0038612	protein_coding	genic
FBgn0053629	pseudogene	genic
FBgn0028662	protein_coding	genic
FBgn0083985	protein_coding	genic
FBti0019346	transposable_element	genic
FBgn0039257	protein_coding	genic
FBgn0051199	protein_coding	genic
FBgn0051016	protein_coding	genic
FBgn0039639	protein_coding	genic
FBgn0051477	protein_coding	genic
FBgn0017456	protein_coding	genic
FBgn0039485	protein_coding	genic
FBgn0051576	tRNA	genic
FBgn0053551	tRNA	genic
FBgn0284419	ncRNA	genic
FBti0061724	transposable_element	genic
FBgn0038584	protein_coding	genic
FBgn0263525	ncRNA	genic
FBgn0038512	protein_coding	genic
FBgn0004573	protein_coding	genic
FBgn0039152	protein_coding	genic
FBgn0042102	protein_coding	genic
FBgn0286507	protein_coding	genic
FBgn0266741	ncRNA	genic
FBgn0051089	protein_coding	genic
FBgn0267566	ncRNA	genic
FBgn0001230	protein_coding	genic
FBgn0243511	protein_coding	genic
FBti0063920	transposable_element	genic
FBgn0267723	ncRNA	genic
FBgn0085307	protein_coding	genic
FBgn0283627	pseudogene	genic
FBgn0038660	protein_coding	genic
FBgn0267202	ncRNA	genic
FBti0063150	transposable_element	genic
FBgn0275433	ncRNA	genic
FBtr0309635_df_nrg	ncRNA	genic
FBgn0038353	protein_coding	genic
FBgn0263412	ncRNA	genic
FBgn0037672	protein_coding	genic
FBgn0039449	protein_coding	genic
FBgn0039740	protein_coding	genic
FBgn0010040	protein_coding	genic
FBgn0046756	ncRNA	genic
FBgn0040466	protein_coding	genic
FBtr0304177_df_nrg	ncRNA	genic
FBgn0266720	protein_coding	genic
FBgn0037679	protein_coding	genic
FBgn0038084	protein_coding	genic
FBgn0286199	protein_coding	genic
FBti0019447	transposable_element	genic
FBgn0053927	protein_coding	genic
FBgn0262717	protein_coding	genic
FBgn0038589	protein_coding	genic
FBgn0039779	protein_coding	genic
FBgn0046222	protein_coding	genic
FBgn0264896	ncRNA	genic
FBgn0263594	protein_coding	genic
FBgn0000447	protein_coding	genic
FBti0061867	transposable_element	genic
FBgn0037250	protein_coding	genic
FBgn0039697	protein_coding	genic
FBgn0038007	protein_coding	genic
FBgn0051437	protein_coding	genic
FBgn0039405	protein_coding	genic
FBgn0267780	ncRNA	genic
FBgn0039357	protein_coding	genic
FBgn0039335	protein_coding	genic
FBgn0001138	protein_coding	genic
FBti0215173	transposable_element	genic
FBgn0037298	protein_coding	genic
FBgn0264741	protein_coding	genic
FBgn0261844	protein_coding	genic
FBgn0039705	protein_coding	genic
FBti0020385	transposable_element	genic
FBgn0039229	protein_coding	genic
FBgn0266748	ncRNA	genic
FBti0061685	transposable_element	genic
FBgn0004778	protein_coding	genic
FBgn0038571	protein_coding	genic
FBgn0260659	protein_coding	genic
FBgn0039306	protein_coding	genic
FBgn0038017	protein_coding	genic
FBgn0265418	ncRNA	genic
FBti0059857	transposable_element	genic
FBti0215171	transposable_element	genic
FBti0064267	transposable_element	genic
FBgn0038909	protein_coding	genic
FBgn0038072	protein_coding	genic
FBgn0015240	protein_coding	genic
FBgn0053203	protein_coding	genic
FBgn0039776	protein_coding	genic
FBgn0039481	protein_coding	genic
FBgn0261996	protein_coding	genic
FBgn0037842	protein_coding	genic
FBti0019419	transposable_element	genic
FBgn0259212	protein_coding	genic
FBgn0026634	protein_coding	genic
FBti0019315	transposable_element	genic
FBgn0038772	protein_coding	genic
FBgn0037262	protein_coding	genic
FBgn0027524	protein_coding	genic
FBgn0267648	protein_coding	genic
FBgn0038549	protein_coding	genic
FBgn0039199	protein_coding	genic
FBgn0038221	protein_coding	genic
FBgn0038157	protein_coding	genic
FBgn0037223	pseudogene	genic
FBti0019301	transposable_element	genic
FBgn0051093	protein_coding	genic
FBgn0283546	ncRNA	genic
FBgn0051313	protein_coding	genic
FBti0061553	transposable_element	genic
FBgn0263289	protein_coding	genic
FBgn0038838	protein_coding	genic
FBgn0038136	protein_coding	genic
FBgn0285963	protein_coding	genic
FBgn0267197	ncRNA	genic
FBgn0039420	protein_coding	genic
FBgn0037462	protein_coding	genic
FBgn0039531	protein_coding	genic
FBti0019365	transposable_element	genic
RR43375_transposable_element	transposable_element	genic
FBgn0037473	protein_coding	genic
FBgn0265425	ncRNA	genic
FBgn0039858	protein_coding	genic
FBgn0266253	ncRNA	genic
FBgn0267988	ncRNA	genic
FBgn0266411	protein_coding	genic
FBti0062504	transposable_element	genic
FBgn0266064	protein_coding	genic
FBgn0039678	protein_coding	genic
FBti0061729	transposable_element	genic
FBtr0304231_df_nrg	ncRNA	genic
FBgn0038685	protein_coding	genic
FBgn0085305	protein_coding	genic
FBgn0039125	protein_coding	genic
FBgn0038389	protein_coding	genic
FBgn0265421	ncRNA	genic
FBgn0260487	protein_coding	genic
FBti0019348	transposable_element	genic
FBgn0026163	tRNA	genic
FBgn0039707	protein_coding	genic
FBgn0042711	protein_coding	genic
FBgn0286204	protein_coding	genic
FBgn0267952	pseudogene	genic
FBgn0051014	protein_coding	genic
FBgn0010043	protein_coding	genic
FBgn0267435	protein_coding	genic
FBgn0038071	protein_coding	genic
FBgn0019936	protein_coding	genic
FBti0060321	transposable_element	genic
FBgn0265160	ncRNA	genic
FBgn0086605	protein_coding	genic
FBgn0267945	ncRNA	genic
FBti0019355	transposable_element	genic
FBgn0039780	protein_coding	genic
FBgn0003267	protein_coding	genic
FBgn0065087	ncRNA	genic
FBgn0266404	ncRNA	genic
FBti0059892	transposable_element	genic
FBgn0039590	protein_coding	genic
FBgn0085319	protein_coding	genic
FBgn0038251	protein_coding	genic
FBti0062937	transposable_element	genic
FBti0215177	transposable_element	genic
FBgn0082957	snoRNA	genic
FBti0063856	transposable_element	genic
FBgn0028690	protein_coding	genic
FBti0019283	transposable_element	genic
FBgn0038680	protein_coding	genic
FBgn0039564	protein_coding	genic
FBgn0038206	protein_coding	genic
FBgn0265423	ncRNA	genic
FBgn0037252	protein_coding	genic
FBgn0259736	protein_coding	genic
FBgn0039326	protein_coding	genic
FBti0019418	transposable_element	genic
FBgn0038123	protein_coding	genic
FBgn0037520	protein_coding	genic
FBti0062444	transposable_element	genic
FBgn0015230	protein_coding	genic
FBgn0267201	ncRNA	genic
FBgn0267114	ncRNA	genic
FBgn0037819	protein_coding	genic
FBgn0028734	protein_coding	genic
FBgn0053512	protein_coding	genic
FBgn0039565	protein_coding	genic
FBgn0037997	protein_coding	genic
FBgn0040554	ncRNA	genic
FBgn0263738	protein_coding	genic
FBgn0051460	protein_coding	genic
FBgn0000527	protein_coding	genic
FBgn0038440	protein_coding	genic
FBti0061679	transposable_element	genic
FBgn0037412	protein_coding	genic
FBgn0038847	protein_coding	genic
FBgn0037436	protein_coding	genic
FBgn0039734	protein_coding	genic
FBgn0266722	protein_coding	genic
FBgn0260468	protein_coding	genic
FBgn0037665	protein_coding	genic
FBti0019310	transposable_element	genic
FBgn0267130	ncRNA	genic
FBgn0063298	ncRNA	genic
FBgn0039370	protein_coding	genic
FBgn0039044	protein_coding	genic
FBgn0051358	protein_coding	genic
FBgn0265159	ncRNA	genic
FBgn0261289	protein_coding	genic
FBgn0038968	protein_coding	genic
FBgn0037727	protein_coding	genic
FBti0019382	transposable_element	genic
FBgn0000140	protein_coding	genic
FBgn0260003	protein_coding	genic
FBti0019337	transposable_element	genic
FBgn0265202	ncRNA	genic
FBgn0039863	protein_coding	genic
FBti0019303	transposable_element	genic
FBgn0038683	protein_coding	genic
FBgn0259740	protein_coding	genic
FBgn0038034	protein_coding	genic
FBti0059784	transposable_element	genic
FBgn0037470	protein_coding	genic
FBgn0000659	protein_coding	genic
FBgn0051370	protein_coding	genic
FBgn0267763	ncRNA	genic
FBgn0037626	protein_coding	genic
FBgn0039673	protein_coding	genic
FBgn0045471	protein_coding	genic
FBti0061079	transposable_element	genic
FBgn0039124	protein_coding	genic
FBgn0037244	protein_coding	genic
FBgn0287670	ncRNA	genic
FBgn0015032	protein_coding	genic
FBgn0004842	protein_coding	genic
FBti0019290	transposable_element	genic
FBgn0039577	protein_coding	genic
FBgn0039437	protein_coding	genic
FBgn0037577	protein_coding	genic
FBgn0039844	protein_coding	genic
FBgn0266400	ncRNA	genic
FBgn0038395	protein_coding	genic
FBgn0037550	protein_coding	genic
FBgn0263402	protein_coding	genic
FBgn0038981	protein_coding	genic
FBgn0262538	protein_coding	genic
FBgn0039408	protein_coding	genic
FBgn0004188	snRNA	genic
FBgn0038469	protein_coding	genic
FBgn0083946	protein_coding	genic
FBgn0267686	ncRNA	genic
FBgn0053092	protein_coding	genic
FBgn0053192	protein_coding	genic
FBgn0260467	protein_coding	genic
FBgn0010803	protein_coding	genic
FBgn0038088	protein_coding	genic
FBgn0026315	protein_coding	genic
FBtr0309665_df_nrg	ncRNA	genic
FBgn0037824	protein_coding	genic
FBgn0038583	protein_coding	genic
FBgn0037364	protein_coding	genic
FBgn0267786	ncRNA	genic
FBgn0039118	protein_coding	genic
FBgn0264985	ncRNA	genic
FBgn0266418	protein_coding	genic
FBgn0037678	protein_coding	genic
FBti0061864	transposable_element	genic
FBgn0265426	ncRNA	genic
FBgn0037442	protein_coding	genic
FBti0062546	transposable_element	genic
FBgn0027503	protein_coding	genic
FBgn0261436	protein_coding	genic
FBgn0262462	ncRNA	genic
FBgn0037312	protein_coding	genic
FBgn0038840	protein_coding	genic
FBgn0051561	protein_coding	genic
FBgn0261842	protein_coding	genic
FBgn0266410	protein_coding	genic
FBtr0472735_df_nrg	ncRNA	genic
FBgn0039232	protein_coding	genic
FBgn0266252	ncRNA	genic
FBgn0051162	tRNA	genic
FBgn0262367	ncRNA	genic
FBgn0025571	protein_coding	genic
FBgn0038014	protein_coding	genic
FBgn0038407	protein_coding	genic
FBgn0262839	protein_coding	genic
FBgn0039738	protein_coding	genic
FBgn0053096	protein_coding	genic
FBgn0038826	protein_coding	genic
FBgn0039348	protein_coding	genic
FBti0062584	transposable_element	genic
FBgn0286884	pseudogene	genic
FBgn0051087	protein_coding	genic
FBgn0265420	ncRNA	genic
FBtr0304521_df_nrg	ncRNA	genic
FBgn0051146	protein_coding	genic
FBgn0065066	snoRNA	genic
FBgn0264706	pseudogene	genic
FBgn0085382	protein_coding	genic
FBgn0037749	protein_coding	genic
FBgn0038640	protein_coding	genic
FBgn0039439	protein_coding	genic
FBgn0267337	protein_coding	genic
FBgn0267104	protein_coding	genic
FBti0019370	transposable_element	genic
FBgn0051131	protein_coding	genic
FBgn0037413	protein_coding	genic
FBgn0000036	protein_coding	genic
FBgn0039870	protein_coding	genic
FBgn0051345	protein_coding	genic
FBgn0267956	ncRNA	genic
FBgn0038092	protein_coding	genic
FBtr0309573_df_nrg	ncRNA	genic
FBgn0085405	protein_coding	genic
FBti0059901	transposable_element	genic
FBgn0040271	protein_coding	genic
FBgn0263501	ncRNA	genic
FBgn0011998	tRNA	genic
FBtr0472729_df_nrg	ncRNA	genic
FBtr0309664_df_nrg	ncRNA	genic
FBgn0019624	protein_coding	genic
FBgn0039117	protein_coding	genic
FBgn0037912	protein_coding	genic
FBgn0039462	protein_coding	genic
FBti0019394	transposable_element	genic
FBgn0053654	protein_coding	genic
FBgn0037535	protein_coding	genic
FBgn0038977	protein_coding	genic
FBgn0039299	protein_coding	genic
FBgn0039453	protein_coding	genic
FBgn0037563	protein_coding	genic
FBgn0263002	pseudogene	genic
FBti0019412	transposable_element	genic
FBgn0011970	tRNA	genic
FBgn0038412	protein_coding	genic
FBti0060913	transposable_element	genic
FBgn0038199	protein_coding	genic
FBti0059875	transposable_element	genic
FBgn0010379	protein_coding	genic
FBgn0039252	protein_coding	genic
FBgn0024288	protein_coding	genic
FBgn0086362	protein_coding	genic
FBgn0063649	protein_coding	genic
FBti0020311	transposable_element	genic
FBgn0261561	protein_coding	genic
FBti0019423	transposable_element	genic
FBgn0039711	protein_coding	genic
FBgn0038577	protein_coding	genic
FBtr0445481_df_nrg	ncRNA	genic
FBgn0027578	protein_coding	genic
FBgn0019957	protein_coding	genic
FBgn0038095	protein_coding	genic
FBgn0043043	protein_coding	genic
FBgn0051105	protein_coding	genic
FBgn0266260	ncRNA	genic
FBti0019302	transposable_element	genic
FBgn0039002	protein_coding	genic
FBgn0004183	snRNA	genic
FBgn0026441	protein_coding	genic
FBti0062066	transposable_element	genic
FBgn0038053	protein_coding	genic
FBgn0266170	protein_coding	genic
FBgn0267137	ncRNA	genic
FBgn0020249	protein_coding	genic
FBtr0304511_df_nrg	ncRNA	genic
FBgn0266413	ncRNA	genic
FBgn0040078	protein_coding	genic
FBgn0038125	protein_coding	genic
FBgn0038320	protein_coding	genic
FBgn0083965	protein_coding	genic
FBgn0278600	protein_coding	genic
FBti0019323	transposable_element	genic
FBgn0038750	protein_coding	genic
FBti0019281	transposable_element	genic
FBti0019387	transposable_element	genic
FBgn0037981	protein_coding	genic
FBgn0037433	protein_coding	genic
FBgn0039500	protein_coding	genic
FBgn0038797	protein_coding	genic
FBgn0028684	protein_coding	genic
FBgn0266751	ncRNA	genic
FBgn0038505	protein_coding	genic
FBgn0039169	protein_coding	genic
FBgn0002940	protein_coding	genic
FBgn0267119	ncRNA	genic
FBti0059796	transposable_element	genic
FBgn0038846	protein_coding	genic
FBti0061708	transposable_element	genic
FBgn0039441	protein_coding	genic
FBti0062610	transposable_element	genic
FBgn0039303	protein_coding	genic
FBgn0265156	ncRNA	genic
FBti0062531	transposable_element	genic
FBgn0037634	protein_coding	genic
FBgn0039676	protein_coding	genic
FBgn0261006	snoRNA	genic
FBti0019445	transposable_element	genic
FBgn0262214	ncRNA	genic
FBgn0037569	protein_coding	genic
FBgn0039726	protein_coding	genic
FBgn0259146	protein_coding	genic
FBti0061873	transposable_element	genic
FBgn0037753	protein_coding	genic
FBgn0051010	protein_coding	genic
FBgn0037989	protein_coding	genic
FBgn0039703	protein_coding	genic
FBgn0038475	protein_coding	genic
FBgn0037294	protein_coding	genic
FBti0061727	transposable_element	genic
FBgn0004387	protein_coding	genic
FBgn0004587	protein_coding	genic
FBgn0039003	protein_coding	genic
FBgn0011966	tRNA	genic
FBgn0039483	protein_coding	genic
FBgn0266916	protein_coding	genic
FBgn0285959	ncRNA	genic
FBgn0263995	protein_coding	genic
FBti0060896	transposable_element	genic
FBgn0262174	ncRNA	genic
FBgn0039634	protein_coding	genic
FBgn0085315	protein_coding	genic
FBgn0266735	ncRNA	genic
FBgn0260226	protein_coding	genic
FBti0061870	transposable_element	genic
FBgn0039778	protein_coding	genic
FBgn0051522	protein_coding	genic
FBgn0085391	protein_coding	genic
FBgn0266249	ncRNA	genic
FBgn0038472	protein_coding	genic
FBti0059903	transposable_element	genic
FBgn0014380	protein_coding	genic
FBgn0039202	protein_coding	genic
FBgn0037891	protein_coding	genic
FBgn0039714	protein_coding	genic
FBgn0266241	ncRNA	genic
FBgn0039056	protein_coding	genic
FBtr0309656_df_nrg	ncRNA	genic
FBgn0001149	protein_coding	genic
FBgn0266246	ncRNA	genic
FBgn0039205	protein_coding	genic
FBti0019297	transposable_element	genic
FBgn0037275	protein_coding	genic
FBgn0262542	pseudogene	genic
FBgn0037344	protein_coding	genic
FBti0062551	transposable_element	genic
FBgn0039850	protein_coding	genic
FBgn0041710	protein_coding	genic
FBgn0038377	protein_coding	genic
FBgn0027338	protein_coding	genic
FBti0019421	transposable_element	genic
FBgn0053547	protein_coding	genic
FBgn0020280	protein_coding	genic
FBgn0283554	ncRNA	genic
FBgn0037844	protein_coding	genic
FBgn0037685	protein_coding	genic
FBgn0038975	protein_coding	genic
FBgn0039126	protein_coding	genic
FBgn0265276	protein_coding	genic
FBgn0004103	protein_coding	genic
FBgn0267199	ncRNA	genic
FBgn0016693	protein_coding	genic
FBgn0038191	protein_coding	genic
FBgn0002865	protein_coding	genic
FBgn0265040	ncRNA	genic
FBgn0038354	protein_coding	genic
FBgn0051551	protein_coding	genic
FBgn0263236	protein_coding	genic
FBgn0267808	ncRNA	genic
FBgn0037296	protein_coding	genic
FBgn0259974	protein_coding	genic
FBgn0264493	protein_coding	genic
FBgn0042094	protein_coding	genic
FBti0061682	transposable_element	genic
FBgn0038348	protein_coding	genic
FBgn0039756	protein_coding	genic
FBgn0039655	protein_coding	genic
FBgn0261086	protein_coding	genic
FBgn0267653	ncRNA	genic
FBgn0265317	protein_coding	genic
FBgn0038820	protein_coding	genic
FBgn0262871	protein_coding	genic
FBgn0002632	protein_coding	genic
FBgn0012001	tRNA	genic
FBgn0038451	protein_coding	genic
FBgn0263343	ncRNA	genic
FBgn0003117	protein_coding	genic
FBti0063296	transposable_element	genic
FBgn0037985	protein_coding	genic
FBgn0037837	protein_coding	genic
FBgn0040253	protein_coding	genic
FBgn0038429	protein_coding	genic
FBgn0038203	protein_coding	genic
FBgn0037359	protein_coding	genic
FBgn0267128	ncRNA	genic
FBgn0037778	protein_coding	genic
FBgn0053207	protein_coding	genic
FBgn0039235	protein_coding	genic
FBti0215184	transposable_element	genic
FBgn0011840	tRNA	genic
FBgn0040623	protein_coding	genic
FBgn0039359	protein_coding	genic
FBgn0287211	protein_coding	genic
FBgn0039421	protein_coding	genic
FBti0061077	transposable_element	genic
FBgn0052944	protein_coding	genic
FBgn0038257	protein_coding	genic
FBgn0038006	protein_coding	genic
FBgn0262559	protein_coding	genic
FBgn0039589	protein_coding	genic
FBgn0082983	snoRNA	genic
FBgn0037398	protein_coding	genic
FBgn0085404	protein_coding	genic
FBgn0028691	protein_coding	genic
FBgn0037853	protein_coding	genic
FBgn0037834	protein_coding	genic
FBgn0039737	protein_coding	genic
RR48364_transposable_element	transposable_element	genic
FBgn0051068	protein_coding	genic
FBti0020301	transposable_element	genic
FBgn0038290	protein_coding	genic
FBgn0039955	protein_coding	genic
FBgn0261994	protein_coding	genic
FBgn0037526	protein_coding	genic
FBtr0304453_df_nrg	ncRNA	genic
FBti0019307	transposable_element	genic
FBgn0263047	protein_coding	genic
FBgn0037705	protein_coding	genic
FBgn0267673	ncRNA	genic
FBgn0039835	protein_coding	genic
FBgn0037584	protein_coding	genic
FBgn0037609	protein_coding	genic
FBgn0051407	protein_coding	genic
FBgn0264857	ncRNA	genic
FBgn0037347	protein_coding	genic
FBgn0037525	protein_coding	genic
FBti0063885	transposable_element	genic
FBgn0038865	protein_coding	genic
FBgn0038659	protein_coding	genic
FBgn0052855	protein_coding	genic
FBti0062628	transposable_element	genic
FBgn0039089	protein_coding	genic
FBti0019282	transposable_element	genic
FBti0019295	transposable_element	genic
FBgn0039764	protein_coding	genic
FBgn0265271	protein_coding	genic
FBgn0038418	protein_coding	genic
RR48311_transposable_element	transposable_element	genic
FBgn0039832	protein_coding	genic
FBti0060346	transposable_element	genic
FBgn0039594	protein_coding	genic
FBgn0014366	protein_coding	genic
FBgn0262025	ncRNA	genic
FBgn0038679	protein_coding	genic
FBgn0038755	protein_coding	genic
FBgn0046332	protein_coding	genic
FBgn0051159	protein_coding	genic
FBgn0267937	ncRNA	genic
FBgn0011993	tRNA	genic
FBgn0051017	protein_coding	genic
FBgn0027598	protein_coding	genic
FBgn0014931	protein_coding	genic
FBgn0038058	protein_coding	genic
FBgn0026597	protein_coding	genic
FBgn0267766	ncRNA	genic
FBti0215350	transposable_element	genic
FBgn0267958	ncRNA	genic
FBti0063270	transposable_element	genic
FBgn0263353	protein_coding	genic
FBgn0038131	protein_coding	genic
FBgn0027508	protein_coding	genic
FBgn0267567	ncRNA	genic
FBti0060979	transposable_element	genic
FBgn0037885	protein_coding	genic
FBgn0039180	protein_coding	genic
FBgn0037377	protein_coding	genic
FBgn0039110	protein_coding	genic
FBgn0267236	protein_coding	genic
FBgn0003513	protein_coding	genic
FBgn0039137	protein_coding	genic
FBti0019317	transposable_element	genic
FBgn0037777	protein_coding	genic
FBgn0267149	ncRNA	genic
FBgn0037883	protein_coding	genic
FBgn0026164	tRNA	genic
FBgn0039419	protein_coding	genic
FBgn0004185	snRNA	genic
FBgn0038733	protein_coding	genic
FBgn0045980	protein_coding	genic
FBgn0083966	protein_coding	genic
FBgn0039855	protein_coding	genic
FBgn0067783	protein_coding	genic
FBti0020321	transposable_element	genic
FBgn0085384	protein_coding	genic
FBgn0038531	protein_coding	genic
FBgn0038113	protein_coding	genic
FBgn0267779	ncRNA	genic
FBti0019288	transposable_element	genic
FBgn0243514	protein_coding	genic
FBgn0037368	protein_coding	genic
FBgn0267115	ncRNA	genic
FBti0062528	transposable_element	genic
FBgn0051245	protein_coding	genic
FBgn0038527	protein_coding	genic
FBgn0038405	protein_coding	genic
FBti0063773	transposable_element	genic
FBgn0037502	protein_coding	genic
FBgn0051274	protein_coding	genic
FBgn0039491	protein_coding	genic
FBgn0264903	protein_coding	genic
FBgn0038478	protein_coding	genic
